day,run_id,n_students,n_teachers,class_size_cap,teacher_time_budget,alpha,forgetting,n_days,seed,teacher_skill_mean,teacher_skill_sd,inc_c0,inc_c_class,inc_c_B,base_loss,max_loss,agency_amp_min,agency_amp_max,beta_success,gamma_failure,success_eps,K_mean,K_p10,K_p50,K_p90,A_mean,A_p10,A_p50,A_p90,incidents_total,time_lost_mean
38,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8008574070407418,0.7230031638139929,0.8010664022206259,0.876636757010374,0.8064643509327366,0.5739250314223855,0.82859567496978,1.0,52,0.3266666666666667
39,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8060747674107086,0.7309510497241924,0.8058024395636405,0.8789905002689324,0.8135885226759548,0.5839250314223855,0.83859567496978,1.0,62,0.36666666666666664
40,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8112396376269707,0.7388283664664376,0.8109495409541188,0.8813763932588206,0.8205528979778649,0.5939250314223855,0.8485956749697801,1.0,57,0.3533333333333333
41,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8167570760432717,0.7449847893129172,0.8158360337083785,0.8844523595762305,0.8274695646445315,0.6039250314223855,0.8585956749697801,1.0,49,0.30666666666666664
42,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8217013331697399,0.752478045415655,0.8204329208300156,0.8875375351561339,0.8342308156148074,0.6139250314223855,0.8685956749697801,1.0,51,0.33999999999999997
43,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8266690091951753,0.7591294953700685,0.8254116059668845,0.8901144658347648,0.8409808156148075,0.6239250314223855,0.8785956749697801,1.0,49,0.32000000000000006
44,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8315108906111669,0.7647695176746034,0.8305736953133072,0.8930588093951166,0.8477222556619068,0.6339250314223855,0.8885956749697801,1.0,48,0.32000000000000006
45,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8358740998159321,0.7719431236036988,0.8349611516657396,0.8953169413299478,0.8542974503945087,0.6439250314223856,0.8985956749697801,1.0,53,0.3466666666666667
46,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8403961395711863,0.7800908397511656,0.8392808198861252,0.8977672312158334,0.8607244568157436,0.6539250314223856,0.9085956749697801,1.0,49,0.32
47,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.844836092036746,0.7872323533653863,0.8431998272079311,0.900081639632922,0.8670701046824253,0.6639250314223856,0.9185956749697801,1.0,47,0.3133333333333333
48,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8491269867709846,0.7938862491738838,0.8475614962236494,0.9020395315168883,0.8733271465757816,0.6739250314223856,0.9285956749697801,1.0,46,0.30666666666666664
49,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8530931855910755,0.8002568997818268,0.8528045108449643,0.903725542461938,0.8795395124003759,0.6839250314223856,0.9385956749697801,1.0,53,0.3266666666666667
50,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.85708574270902,0.8051385264012667,0.8566919393245457,0.9052325747419816,0.8855468395997147,0.6939250314223856,0.9485956749697801,1.0,47,0.3133333333333333
51,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8610460795108,0.8120357821906091,0.8608223931938144,0.9079756075042241,0.8914373116172307,0.7039250314223856,0.9585956749697802,1.0,48,0.29333333333333333
52,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8644516033095156,0.8180013698972718,0.8643687953207209,0.9097094429865774,0.8972590303019499,0.7139250314223856,0.9685956749697802,1.0,57,0.3466666666666666
53,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.867644959539474,0.821953396461908,0.8678875740634706,0.9112733729653176,0.9028926139877397,0.7239250314223856,0.9785956749697802,1.0,57,0.36
54,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8708394239417814,0.8264392353138692,0.8706981986269586,0.9135433354591304,0.9082490588739416,0.7339250314223856,0.9885956749697802,1.0,54,0.3466666666666667
55,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8740070384660228,0.8304914769087125,0.8742388626181153,0.9150956019057577,0.9134184363096041,0.7439250314223856,0.9981757009843761,1.0,51,0.3333333333333333
56,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8771067790016592,0.8350651353938522,0.8781005355563289,0.9164308206019807,0.9183655079598644,0.7539250314223856,1.0,1.0,50,0.3333333333333333
57,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.880148847066277,0.8398636203307734,0.8809218248295845,0.9185016507330057,0.9232331368656268,0.7639250314223857,1.0,1.0,50,0.31333333333333335
58,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8831810338312752,0.8436054697324955,0.8839924579473526,0.9198833575845923,0.9277422976700371,0.7739250314223857,1.0,1.0,45,0.3
59,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8857574247493143,0.8468354897857263,0.8860385813636859,0.920856025094515,0.9319644859263587,0.7839250314223857,1.0,1.0,56,0.36000000000000004
60,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8884784432736007,0.8509524196298329,0.8883397056287576,0.9222480316318563,0.9361989702217378,0.7939250314223857,1.0,1.0,49,0.3266666666666667
61,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8909732020745018,0.8547778663586432,0.8907543368529123,0.9230455023919847,0.9403656368884046,0.8039250314223857,1.0,1.0,56,0.34
62,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8931201572367916,0.8584275105486529,0.8935129512450846,0.9240856795875864,0.944455855534931,0.8139250314223857,1.0,1.0,63,0.38
63,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.895738810017947,0.8621337084910282,0.8963679967856557,0.9256560391291734,0.9484558555349311,0.8239250314223857,1.0,1.0,46,0.29333333333333333
64,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8978049034041408,0.8655893349595075,0.8986473534811437,0.9263906623734737,0.9523225222015977,0.8339250314223857,1.0,1.0,58,0.36666666666666664
65,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8999490990460665,0.868834860788617,0.9008506390039162,0.9274606880501913,0.9562637124100473,0.8439250314223857,1.0,1.0,53,0.33999999999999997
66,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9021771937253941,0.8728582185642005,0.9030543719867175,0.9284991296580687,0.9599146473147945,0.8539250314223857,1.0,1.0,49,0.31333333333333335
67,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9042075513624669,0.875350401885694,0.9049169077136843,0.929731316551664,0.9632193074096009,0.8639250314223857,1.0,1.0,54,0.3266666666666667
68,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9061557822564412,0.8775370769082634,0.9073135335597391,0.9307799999602038,0.9664193074096009,0.8739250314223858,1.0,1.0,52,0.3333333333333333
69,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9078982923769627,0.8809103055504708,0.9094648941382317,0.931666780949016,0.9695041056211227,0.8839250314223858,1.0,1.0,60,0.36000000000000004
70,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9098759797489492,0.8843447086149949,0.9117877698842243,0.93292338078305,0.9725541056211225,0.8939250314223858,1.0,1.0,45,0.3
71,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.911854431601806,0.8877201584622254,0.913553373197028,0.9345044638495391,0.9754025622280248,0.9039250314223858,1.0,1.0,46,0.2866666666666667
72,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9136258474690313,0.8902796311430569,0.914766801731779,0.934972731547775,0.9780520019801446,0.9139250314223858,1.0,1.0,47,0.31333333333333335
73,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.915449080624954,0.8924548125180652,0.9161046750589243,0.9360005443869077,0.9805520019801447,0.9239250314223858,1.0,1.0,44,0.28666666666666674
74,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9170336292289565,0.895430834726819,0.9179748973128968,0.9365246529576589,0.9830520019801448,0.9339250314223858,1.0,1.0,48,0.32
75,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9183207128118631,0.8974052181423929,0.9191586393734312,0.9369184648470459,0.9854067665808217,0.9439250314223858,1.0,1.0,65,0.3733333333333333
76,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9196817440697788,0.8995445486947162,0.9206360131750893,0.9378205171720596,0.9877505274688413,0.9539250314223858,1.0,1.0,52,0.3466666666666666
77,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9210896315734126,0.9013086918791238,0.922157555474441,0.9383919731772726,0.9897202396819303,0.9639250314223858,1.0,1.0,49,0.32
78,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9223632945472543,0.9033729252594732,0.9231318209683821,0.9393288341464864,0.9913523153838624,0.9739250314223858,1.0,1.0,55,0.33999999999999997
79,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9236657366940932,0.9051205928630205,0.924489697395035,0.9397160258941976,0.9931411799243397,0.9839250314223859,1.0,1.0,50,0.32
80,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9249185723099881,0.9070041795273756,0.9256516833920603,0.9402776366962808,0.9944546513542123,0.9935940097887652,1.0,1.0,48,0.32
81,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9261361784118546,0.9088282945499501,0.9271711700751107,0.9406717082320586,0.9955929601335325,0.9999940097887652,1.0,1.0,54,0.32000000000000006
82,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9273297421816429,0.9100720810356006,0.9280433157713968,0.9415377486770199,0.9963892111507161,1.0,1.0,1.0,49,0.3133333333333333
83,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9285198010959249,0.9126067326289132,0.929122786724027,0.9424857312853503,0.9968814066047311,1.0,1.0,1.0,50,0.3066666666666667
84,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9294423315228152,0.9142086872894961,0.929885114229726,0.9425580695506792,0.9971945234918566,1.0,1.0,1.0,55,0.35333333333333333
85,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9303813267569876,0.9163049413403795,0.930875008948766,0.9431154166209071,0.9976290883156024,1.0,1.0,1.0,52,0.33999999999999997
86,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9312564716566444,0.9172380334929071,0.9314603121528902,0.9431089360446472,0.997783861797478,1.0,1.0,1.0,55,0.3466666666666667
87,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9322122864094557,0.9180710146974005,0.9324793143212378,0.9435025229109656,0.9979171951308113,1.0,1.0,1.0,49,0.32000000000000006
88,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9332876733943872,0.920669074970969,0.9337991683504817,0.9441589994265677,0.9984338617974781,1.0,1.0,1.0,43,0.28666666666666674
89,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9342699689985504,0.9223743935645834,0.935241996038676,0.9449518955276851,0.998633861797478,1.0,1.0,1.0,44,0.2933333333333333
90,55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.9350144744442296,0.9234201448868091,0.9360434309829091,0.9455013792940841,0.9987618962090622,1.0,1.0,1.0,53,0.33999999999999997
1,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.3977279914831717,0.12714063431780726,0.3974459615137681,0.6053544287324338,0.4400918556717414,0.14916586978857665,0.4794273441182633,0.6695990685571007,53,0.3533333333333334
2,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.41452794368439594,0.14962929250719123,0.4101434053849219,0.6146210470798681,0.45009185567174137,0.15916586978857666,0.48942734411826333,0.6795990685571007,54,0.33999999999999997
3,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.43176533165480685,0.17617366471989496,0.4287772580914993,0.6300245326859488,0.4599585223384081,0.16916586978857667,0.49942734411826334,0.6895990685571007,47,0.30666666666666664
4,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.4488968130866819,0.20051167635722958,0.4449369203805394,0.6431823371256934,0.4698251890050748,0.17916586978857668,0.5094273441182633,0.6995990685571007,45,0.3
5,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.46488214409959666,0.2287607152980189,0.4606612639193671,0.6531141032542912,0.47982518900507476,0.1891658697885767,0.5194273441182633,0.7095990685571008,51,0.32
6,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.481554704973819,0.258788929302472,0.4757405248091453,0.6629412896967928,0.4898251890050747,0.1991658697885767,0.5294273441182633,0.7195990685571008,43,0.28
7,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.49542287407383034,0.2862548562775653,0.4873738049462975,0.6710103942393726,0.49969185567174146,0.2091658697885767,0.5394273441182633,0.7295990685571008,64,0.3733333333333333
8,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5099320552539122,0.31504463213664574,0.4987787464880637,0.679672858998317,0.5096918556717415,0.21916586978857672,0.5494273441182633,0.7395990685571008,50,0.3333333333333333
9,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5246689328184836,0.3362341938142851,0.5101045966869239,0.6896337419245373,0.5196918556717415,0.22916586978857673,0.5594273441182633,0.7495990685571008,51,0.30666666666666664
10,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5390160283603135,0.35899214568199816,0.5251881653213895,0.697807198875801,0.5295585223384082,0.23916586978857673,0.5694273441182633,0.7595990685571008,45,0.3
11,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5520857146497244,0.38248315388465853,0.5370698421022335,0.7082139088422839,0.5395585223384082,0.24916586978857674,0.5794273441182634,0.7695990685571008,52,0.34
12,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5647727980709157,0.39732486080230867,0.5508274353898772,0.7155307489314697,0.5495585223384081,0.25916586978857675,0.5894273441182634,0.7795990685571008,55,0.3466666666666667
13,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5777057168356898,0.4155813044915463,0.5646497813360458,0.7229883489081905,0.5595585223384082,0.26916586978857676,0.5994273441182634,0.7895990685571008,48,0.32000000000000006
14,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5897417753259372,0.4316164295987851,0.578029744577178,0.7332673797266052,0.5695585223384082,0.27916586978857677,0.6094273441182634,0.7995990685571008,56,0.3466666666666667
15,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6019292950873473,0.45074160397714835,0.5915928840226377,0.7415042708910737,0.5795585223384082,0.2891658697885768,0.6194273441182634,0.8095990685571008,48,0.3133333333333333
16,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6133008878421772,0.46822972047040134,0.6048351825833652,0.7492816983859246,0.5894251200573376,0.2991658697885768,0.6294273441182634,0.8195990685571009,54,0.3466666666666667
17,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6249799811048522,0.4856204828821629,0.6152265021627012,0.7567716959217538,0.5992084533906711,0.3091658697885768,0.6394273441182634,0.8295990685571009,49,0.31333333333333335
18,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6358699955363266,0.5010691353323453,0.6258319248521239,0.7651572763888256,0.6091251200573378,0.3191658697885768,0.6494273441182634,0.8395990685571009,51,0.3333333333333333
19,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6462938887945746,0.5199988578012202,0.6374419974063209,0.7719451093409901,0.6190417867240043,0.3291658697885768,0.6594273441182634,0.8495990685571009,56,0.34666666666666673
20,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6557903556841392,0.534647124608302,0.6476774714735483,0.777305603834886,0.628842850889204,0.3391658697885768,0.6694273441182634,0.8595990685571009,63,0.37999999999999995
21,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.666030148335757,0.5540330955181091,0.6615117462392885,0.7828938444738569,0.6385095175558707,0.34916586978857683,0.6794273441182634,0.8695990685571009,48,0.31999999999999995
22,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6756012154416502,0.5664786852351292,0.6726016871418667,0.789724863688327,0.6481761842225374,0.35916586978857684,0.6894273441182635,0.8795990685571009,52,0.33999999999999997
23,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6860438213391404,0.5810582132639943,0.6835120552234919,0.7976507488321709,0.6578428508892041,0.36916586978857685,0.6994273441182635,0.8895990685571009,40,0.26666666666666666
24,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6948613226821385,0.5948077059087151,0.6929631908959625,0.803037777451327,0.6673761842225374,0.37916586978857686,0.7094273441182635,0.8995990685571009,59,0.35333333333333333
25,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7032210968093849,0.6058252237449033,0.7027869590339313,0.8088690988109656,0.6769095175558708,0.38916586978857687,0.7194273441182635,0.9095990685571009,62,0.36666666666666664
26,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7117788098599517,0.6195081741507591,0.7100839651221973,0.8145413893706264,0.6863673398843029,0.3991658697885769,0.7294273441182635,0.9195990685571009,53,0.33999999999999997
27,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7198020375723275,0.6316125503461669,0.7175108019852565,0.8194755398505627,0.6957340065509695,0.4091658697885769,0.7394273441182635,0.929599068557101,64,0.36000000000000004
28,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7276296481137986,0.6429878963593689,0.7245626060338297,0.824632934930303,0.7051006732176363,0.4191658697885769,0.7494273441182635,0.939599068557101,54,0.3533333333333333
29,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7355535542109036,0.651896471403908,0.731708392100394,0.8287056109967198,0.7145331493538157,0.4291658697885769,0.7594273441182635,0.949599068557101,51,0.3333333333333333
30,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7426617292880879,0.6612117978308564,0.7404075852771936,0.8326276274404089,0.7238929347822436,0.4391658697885769,0.7694273441182635,0.959599068557101,62,0.37999999999999995
31,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.750425488615069,0.6725071566579207,0.7512715341411061,0.8371703329670623,0.733036176675586,0.4491658697885769,0.7794273441182635,0.969599068557101,50,0.31333333333333335
32,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7575145083722826,0.6803728333537804,0.7572686890901266,0.8429965176123693,0.7419861766755861,0.4576584838025774,0.7894273441182635,0.979599068557101,52,0.3466666666666667
33,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7643041289691069,0.6877654980558049,0.7644094131097979,0.8477650769176865,0.7509937067806244,0.4676584838025774,0.7994273441182635,0.9886894298175609,58,0.35333333333333333
34,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7712401247409714,0.697338243548771,0.7723194790383147,0.852360638154699,0.759860373447291,0.4776584838025774,0.8094273441182636,0.9976894298175608,52,0.32000000000000006
35,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7781154955263683,0.705914367258666,0.7781573037489845,0.8567507395561144,0.7686940482200624,0.4876584838025774,0.8194273441182636,1.0,50,0.31333333333333335
36,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7851151318177167,0.7138672963837867,0.7835707598603061,0.860711954671774,0.7772957590060844,0.49765848380257743,0.8294273441182636,1.0,42,0.27999999999999997
37,56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7911965245606308,0.7214671175252063,0.790058757453926,0.8643031980245921,0.7858624036429603,0.5076584838025774,0.8394273441182636,1.0,55,0.34
